,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,SaleType,SaleCondition,SalePrice
10,3.044522437723423,3,4.2626798770413155,9.32375833901174,1,1,3,3,0,4,0,19,2,2,0,2,5,5,2,2,3,1,6,6,2,0.0,3,4,1,4,4,3,5,6.810142450115136,6,0.0,4.90527477843843,6.947937068614969,1,0,1,4,6.947937068614969,0.0,0.0,6.947937068614969,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,2,3,1,384,5,5,2,0.0,0.0,0.0,0.0,0.0,4,2,8,4,11.771443882099637
11,4.110873864173311,3,4.454347296253507,9.386392315756542,1,1,0,3,0,4,0,16,2,2,0,5,9,5,0,1,3,1,14,15,3,5.659482215759621,0,4,2,0,4,3,2,6.906754778648554,6,0.0,5.181783550292085,7.069874128458572,1,0,1,4,7.075808863978387,7.04141166379481,0.0,7.751475318021456,1,0.0,3,0,4,0.6931471805599453,0,11,6,2,2,3,0,0,3,736,5,5,2,4.997212273764115,3.091042453358316,0.0,0.0,0.0,4,7,6,5,12.75130259456002
12,3.044522437723423,3,4.2633832685897595,9.470317173335742,1,1,1,3,0,4,0,19,2,2,0,2,5,6,2,2,3,1,6,10,2,0.0,3,4,1,4,4,3,0,6.6039438246004725,6,0.0,5.170483995038151,6.816735880594968,1,4,1,4,6.816735880594968,0.0,0.0,6.816735880594968,1,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,2,3,1,352,5,5,2,4.948759890378168,0.0,0.0,0.0,5.176149732573829,4,9,8,4,11.87757552297847
13,3.044522437723423,3,4.5217885770490405,9.273596821611198,1,1,0,3,0,4,0,5,2,2,0,2,7,5,1,1,1,1,12,13,3,5.726847747587197,2,4,2,2,4,0,6,0.0,6,0.0,7.3098814858247865,7.3098814858247865,1,0,1,4,7.3098814858247865,0.0,0.0,7.3098814858247865,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,1,2,3,840,5,5,2,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,4,8,6,5,12.540761149388421
14,3.044522437723423,3,4.2633832685897595,9.298442820197728,1,1,0,3,0,0,0,12,2,2,0,2,6,5,2,2,3,1,8,8,1,5.3612921657094255,3,4,1,4,4,3,1,6.598509028614515,6,0.0,6.255750041753367,7.134093721192866,1,4,1,4,7.134093721192866,0.0,0.0,7.134093721192866,1,0.0,1,1,2,0.6931471805599453,3,5,6,1,1,1,2,2,1,352,5,5,2,0.0,5.365976015021851,5.176149732573829,0.0,0.0,1,5,8,4,11.964007453736912
15,3.828641396489095,4,3.9512437185814275,8.71948076085107,1,1,3,3,0,0,0,3,2,2,0,1,7,8,3,0,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.725033642166843,6.725033642166843,1,0,1,0,6.75110146893676,0.0,0.0,6.75110146893676,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,0,3,2,576,5,5,2,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0,7,8,4,11.790564777297387
16,3.044522437723423,3,4.2633832685897595,9.32741204356202,1,1,0,3,0,1,0,12,2,2,0,2,6,7,2,2,1,1,13,14,1,5.198497031265826,3,4,1,4,4,3,0,6.361302477572996,6,0.0,6.056784013228625,6.912742820493176,1,0,1,4,6.912742820493176,0.0,0.0,6.912742820493176,1,0.0,1,0,2,0.6931471805599453,3,5,6,1,5,1,2,0,2,480,5,5,2,0.0,0.0,0.0,0.0,0.0,4,3,8,4,11.91170829631447
17,4.51085950651685,3,4.290459441148391,9.286560397887591,1,1,3,3,0,4,0,19,2,2,2,2,4,5,2,2,1,1,8,8,2,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,1,4,1,4,7.167809184316444,0.0,0.0,7.167809184316444,0,0.0,2,0,2,1.0986122886681098,3,6,6,0,3,4,2,3,2,516,5,5,2,0.0,0.0,0.0,0.0,0.0,4,10,8,4,11.407576060361786
18,3.044522437723423,3,4.204692619390966,9.524859098381523,1,1,3,3,0,4,0,20,5,2,0,2,5,5,0,0,1,1,12,13,2,0.0,3,4,2,4,4,3,2,6.472346294500901,6,0.0,6.150602768446279,7.016609683894219,1,0,1,4,7.016609683894219,0.0,0.0,7.016609683894219,1,0.0,1,1,3,0.6931471805599453,2,6,6,0,3,5,0,3,2,576,5,5,2,0.0,4.634728988229636,0.0,0.0,0.0,4,6,8,4,11.976665770490767
19,3.044522437723423,3,4.2626798770413155,8.93075873555827,1,1,3,3,0,4,0,12,2,2,0,2,5,6,2,2,3,1,3,10,2,0.0,3,4,1,4,4,3,3,6.22455842927536,6,0.0,6.26530121273771,6.937314081223682,1,4,1,4,7.200424892944957,0.0,0.0,7.200424892944957,0,0.0,1,0,3,0.6931471805599453,3,6,2,0,3,1,2,3,1,294,5,5,2,0.0,0.0,0.0,0.0,0.0,2,5,0,0,11.842236406331555
20,4.110873864173311,3,4.624972813284271,9.562123369834488,1,1,0,3,0,0,0,16,2,2,0,5,8,5,0,1,1,1,12,13,1,5.942799375126701,2,4,2,0,4,0,6,0.0,6,0.0,7.055312843339752,7.055312843339752,1,0,1,4,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0,0.0,3,1,4,0.6931471805599453,2,9,6,1,2,3,0,2,3,853,5,5,2,5.484796933490655,5.043425116919247,0.0,0.0,0.0,4,11,6,5,12.692506186542177
21,3.828641396489095,4,4.060443010546419,8.915969311373605,1,0,3,0,0,4,0,9,2,2,0,1,7,7,3,3,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,6.45833828334479,6.45833828334479,1,0,1,1,7.011213987350367,0.0,0.0,7.011213987350367,0,0.0,1,0,3,0.6931471805599453,2,6,6,1,2,1,3,3,1,280,5,5,0,0.0,0.0,5.327876168789581,0.0,0.0,0,6,8,4,11.845109950883979
22,3.044522437723423,3,4.330733340286331,9.184304357425342,1,1,3,3,0,4,0,5,2,2,0,2,8,5,0,0,3,1,12,13,1,5.641907070938114,2,4,2,2,4,3,6,0.0,6,0.0,7.48324441607385,7.48324441607385,1,0,1,4,7.493317248862145,0.0,0.0,7.493317248862145,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,0,2,2,534,5,5,2,5.147494476813453,5.075173815233827,0.0,0.0,0.0,4,9,8,4,12.345838935721968
23,4.795790545596741,4,3.8066624897703196,8.348774539791274,1,1,3,3,0,4,0,10,2,2,4,2,5,7,2,2,1,1,5,5,2,0.0,3,4,2,2,4,3,2,6.734591659972948,6,0.0,5.303304908059076,6.947937068614969,1,4,1,4,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,2,3,2,572,5,5,2,4.61512051684126,4.709530201312334,0.0,0.0,0.0,4,6,8,4,11.774527900858468
24,3.044522437723423,3,4.2633832685897595,9.017604776833355,1,1,0,3,0,4,0,19,2,2,0,2,5,8,2,0,1,1,9,10,2,0.0,3,2,1,4,4,2,5,5.241747015059643,0,6.505784060128229,5.3230099791384085,6.966967138613983,1,0,1,4,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,2,6,6,1,5,1,2,3,1,270,5,5,2,6.008813185442595,4.51085950651685,0.0,0.0,0.0,2,5,8,4,11.944714374881176
25,3.044522437723423,3,4.709530201312334,9.56317796268366,1,1,3,3,0,0,0,16,2,2,0,2,8,5,1,1,1,1,12,13,3,6.46302945692067,2,4,2,2,4,3,6,0.0,6,0.0,7.356918242356021,7.356918242356021,1,0,1,4,7.3783837129967145,0.0,0.0,7.3783837129967145,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,1,2,3,890,5,5,2,0.0,4.04305126783455,0.0,0.0,0.0,4,7,8,4,12.454107814022272
26,3.044522437723423,3,4.110873864173311,8.881975184248867,1,1,3,3,0,0,0,12,2,2,0,2,5,7,2,0,1,1,13,14,2,0.0,3,4,1,4,4,2,1,5.459585514144159,5,6.18826412308259,5.198497031265826,6.803505257608338,1,4,1,4,6.803505257608338,0.0,0.0,6.803505257608338,0,0.6931471805599453,1,0,3,0.6931471805599453,2,5,6,0,3,5,0,3,2,576,5,5,2,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,4,5,8,4,11.811554895830454
27,3.044522437723423,3,4.59511985013459,9.348274558065496,1,1,3,3,0,4,0,16,2,2,0,2,8,5,1,1,1,1,12,13,3,5.303304908059076,2,4,2,0,4,3,2,7.105786129481271,6,0.0,6.18826412308259,7.4413203897176174,1,0,1,4,7.4413203897176174,0.0,0.0,7.4413203897176174,1,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,1,2,3,772,5,5,2,0.0,3.9318256327243257,0.0,0.0,0.0,4,5,8,4,12.631343648903034
28,3.044522437723423,3,3.871201010907891,9.700269170029188,1,1,0,3,0,1,0,12,2,2,0,2,5,6,2,0,1,1,8,8,2,0.0,3,4,1,4,4,1,1,7.15305163493748,6,0.0,5.337538079701318,7.3031700512368,1,4,1,4,7.3783837129967145,0.0,0.0,7.3783837129967145,1,0.0,1,0,2,0.6931471805599453,3,6,6,2,2,1,2,2,1,319,5,5,2,5.666426688112432,5.556828061699537,0.0,0.0,0.0,4,12,8,4,12.242891437918386
29,3.4339872044851463,4,4.110873864173311,8.752265313595721,1,1,0,3,0,4,0,3,1,7,0,2,4,6,3,3,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.255750041753367,6.255750041753367,1,1,0,4,6.255750041753367,0.0,0.0,6.255750041753367,0,0.0,1,0,1,0.6931471805599453,1,4,6,0,3,5,3,3,1,240,1,5,2,3.912023005428146,0.0,4.477336814478207,0.0,0.0,4,5,8,4,11.134603622683905
30,4.2626798770413155,0,3.9318256327243257,9.04793908261736,1,2,3,3,0,4,0,9,1,2,0,5,4,4,3,3,2,1,3,3,2,0.0,3,1,0,4,4,3,6,0.0,6,0.0,6.476972362889683,6.476972362889683,1,4,0,4,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,3,3,1,250,5,1,0,0.0,4.007333185232471,5.153291594497779,0.0,0.0,2,7,8,4,10.596659732783579
31,3.044522437723423,3,4.2633832685897595,9.053101595549691,1,1,0,3,0,1,0,19,2,2,0,2,5,6,2,1,1,1,6,6,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,7.113956109566034,7.113956109566034,1,2,1,4,7.113956109566034,0.0,0.0,7.113956109566034,0,0.0,1,1,3,0.6931471805599453,2,6,6,0,3,1,2,3,1,271,5,5,2,0.0,4.189654742026425,0.0,0.0,0.0,2,6,8,4,11.914054519303125
32,3.044522437723423,3,4.454347296253507,9.3101857069459,1,1,3,3,0,0,0,5,2,2,0,2,8,5,1,1,1,1,12,13,2,0.0,2,4,2,0,4,0,6,0.0,6,0.0,7.118826249062078,7.118826249062078,1,0,1,4,7.118826249062078,0.0,0.0,7.118826249062078,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,1,2,2,484,5,5,2,0.0,3.4339872044851463,0.0,0.0,0.0,4,1,8,4,12.100161978566867
33,3.044522437723423,3,4.2626798770413155,9.26416545867109,1,1,0,3,0,4,0,12,2,2,0,2,5,5,2,2,3,1,3,3,2,0.0,3,4,1,4,4,3,5,6.926577033222725,6,0.0,5.942799375126701,7.243512974665482,1,2,1,4,7.438971592395862,0.0,0.0,7.438971592395862,0,0.6931471805599453,1,1,4,0.6931471805599453,2,6,6,1,2,1,2,2,2,447,5,5,2,0.0,3.6635616461296463,0.0,0.0,0.0,4,4,8,4,12.016732516077072
34,4.795790545596741,3,4.110873864173311,8.897545598709327,1,1,3,3,0,4,0,16,2,2,4,2,9,5,0,0,3,1,8,8,1,5.5093883366279774,0,4,2,0,4,3,2,7.050989447068045,6,0.0,6.013715156042802,7.3537223303996315,1,0,1,4,7.3537223303996315,0.0,0.0,7.3537223303996315,1,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,0,0,2,556,5,5,2,5.318119993844216,3.871201010907891,0.0,0.0,0.0,4,8,8,4,12.533579815765737
35,4.110873864173311,3,4.6913478822291435,9.504426892100957,1,1,3,3,0,4,0,16,2,2,0,5,8,5,0,0,1,1,12,13,3,4.890349128221754,2,4,2,0,4,0,6,0.0,6,0.0,7.0192966537150445,7.0192966537150445,1,0,1,4,7.0326242610280065,7.186144304522325,0.0,7.8050670442584895,0,0.0,3,1,4,0.6931471805599453,2,9,6,1,2,3,0,0,3,691,5,5,2,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,4,9,8,4,12.6410997921206
36,3.044522437723423,3,4.727387818712341,9.292841593487926,1,1,3,3,0,0,0,5,2,2,0,2,5,5,0,0,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,7.001245622069476,7.001245622069476,1,0,1,4,7.001245622069476,0.0,0.0,7.001245622069476,0,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,1,0,3,2,672,5,5,2,5.973809611869261,4.174387269895637,0.0,0.0,0.0,4,6,8,4,11.884495917930655
37,3.044522437723423,3,4.31748811353631,9.051696278536586,1,1,3,3,0,4,0,12,2,2,0,2,5,6,2,0,3,1,13,14,1,6.478509642208569,3,4,1,4,4,3,5,7.101675971619444,6,0.0,4.442651256490317,7.168579897264035,1,2,1,4,7.168579897264035,0.0,0.0,7.168579897264035,0,0.6931471805599453,1,0,3,0.6931471805599453,3,5,6,1,5,1,2,0,2,498,5,5,2,0.0,0.0,0.0,0.0,0.0,4,10,8,4,11.938199736300925
38,3.044522437723423,3,4.23410650459726,8.977525200965243,1,1,3,3,0,4,0,12,2,2,0,2,5,7,2,1,1,1,12,13,2,0.0,3,2,1,4,4,3,2,6.595780513961311,6,0.0,5.7899601708972535,6.964135612418245,1,4,1,4,6.964135612418245,0.0,0.0,6.964135612418245,1,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,5,2,3,1,246,5,5,2,0.0,3.970291913552122,0.0,0.0,0.0,4,1,8,0,11.599112335481124
39,4.51085950651685,3,4.189654742026425,8.706324840138741,1,1,3,3,0,4,0,7,2,2,2,2,4,5,2,2,1,1,0,10,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0.0,1,4,0,2,7.050122520269059,0.0,0.0,7.050122520269059,0,0.0,2,0,2,1.0986122886681098,1,6,6,0,3,6,3,1,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,4,6,8,1,11.314486721293981
40,3.044522437723423,3,4.442651256490317,9.066354521447801,1,1,3,3,0,4,0,12,2,2,0,2,6,5,2,2,1,1,13,14,1,4.624972813284271,3,4,1,4,4,3,5,6.467698726104354,6,0.0,6.100318952020064,6.9930151229329605,1,0,1,4,7.1891677384203225,0.0,0.0,7.1891677384203225,0,0.0,2,0,3,0.6931471805599453,3,6,6,1,5,1,2,2,2,440,5,5,2,0.0,4.9344739331306915,0.0,0.0,0.0,1,12,8,0,11.982935344196433
41,3.044522437723423,3,4.7535901911063645,9.735423867488873,1,1,3,3,0,4,0,23,2,2,0,2,5,6,2,2,1,1,12,13,2,0.0,3,2,1,4,4,1,1,6.875232087276577,6,0.0,5.950642552587727,7.208600337960199,1,2,1,4,7.192182058713246,0.0,0.0,7.192182058713246,0,0.6931471805599453,1,1,2,0.6931471805599453,3,5,6,2,2,1,2,2,1,308,5,5,1,0.0,4.653960350157523,0.0,0.0,0.0,4,7,8,4,12.04355959836804
42,4.454347296253507,3,4.2633832685897595,9.1248914101437,1,1,0,3,0,1,0,20,2,2,0,6,5,7,0,0,1,1,6,6,2,0.0,3,4,1,2,4,0,0,6.617402977974478,3,4.543294782270004,0.0,6.734591659972948,1,2,1,4,6.785587645007929,0.0,0.0,6.785587645007929,1,0.0,1,0,2,0.6931471805599453,2,5,6,0,3,1,0,2,2,504,5,2,2,5.484796933490655,0.0,0.0,0.0,0.0,2,12,8,4,11.87757552297847
43,3.044522437723423,3,4.2633832685897595,9.127067452782361,1,1,0,3,0,1,0,5,2,2,0,2,5,6,2,2,3,1,12,13,2,0.0,3,4,1,2,4,0,3,5.638354669333745,1,6.198478716492308,5.123963979403259,6.844815479208263,1,4,1,4,6.844815479208263,0.0,0.0,6.844815479208263,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,2,3,1,308,5,5,2,4.983606621708336,0.0,0.0,0.0,0.0,2,7,8,4,11.777218637129327
44,3.044522437723423,3,4.2626798770413155,8.980423936374544,1,1,3,3,0,4,0,12,2,2,0,2,5,6,2,2,1,1,3,14,2,0.0,3,4,1,4,4,3,0,5.19295685089021,1,6.2285110035911835,6.144185634125646,7.048386408721883,1,0,1,0,7.048386408721883,0.0,0.0,7.048386408721883,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,2,2,1,300,5,5,2,0.0,0.0,0.0,0.0,0.0,4,5,8,4,11.856522261533737
45,4.795790545596741,3,4.127134385045092,8.943636705909594,1,1,3,3,0,4,0,16,2,2,4,2,9,5,0,0,3,1,8,8,1,6.023447592961033,0,4,2,0,4,3,2,6.124683390894205,6,0.0,7.167809184316444,7.469083884921234,1,0,1,4,7.469083884921234,0.0,0.0,7.469083884921234,1,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,0,2,2,576,5,5,2,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,4,2,8,4,12.675766851909591
46,3.9318256327243257,3,3.8918202981106265,9.458995712459116,1,1,0,3,0,1,0,11,2,2,0,0,7,5,0,0,1,1,12,13,2,0.0,2,4,2,0,4,3,2,7.20934025660291,6,0.0,4.430816798843313,7.268920128193722,1,0,1,4,7.325807502595773,6.448889394146858,0.0,7.673223121121708,1,0.0,1,1,1,0.6931471805599453,2,6,6,1,0,1,0,2,2,670,5,5,2,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,4,8,8,0,12.387089184491993
47,3.044522437723423,1,4.442651256490317,9.314430080500564,1,1,3,3,0,4,0,21,2,2,0,2,8,5,1,1,1,1,12,13,2,0.0,2,4,2,2,4,0,2,3.2188758248682006,6,0.0,7.398174092970465,7.4127640174265625,1,0,1,4,7.4127640174265625,0.0,0.0,7.4127640174265625,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,1,2,3,826,5,5,2,0.0,4.990432586778736,0.0,0.0,0.0,4,7,8,4,12.428019481065613
48,5.25227342804663,4,3.5263605246161616,8.402231172946555,1,1,3,3,0,4,0,17,2,2,1,5,4,5,3,1,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.602587892189336,6.602587892189336,1,2,1,4,6.602587892189336,6.57507584059962,0.0,7.2813856635702825,0,0.0,2,0,2,1.3862943611198906,3,8,6,0,3,6,3,1,0,0,3,3,0,0.0,0.0,4.634728988229636,0.0,0.0,4,6,6,5,11.635151947212842
49,3.044522437723423,3,4.204692619390966,8.954544488386723,1,1,3,3,0,4,0,19,2,2,0,2,5,7,2,2,1,1,6,6,2,0.0,3,4,1,4,4,3,1,6.638567789166521,6,0.0,5.262690188904886,6.862757913051401,1,0,1,4,6.862757913051401,0.0,0.0,6.862757913051401,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,2,3,1,386,5,5,2,0.0,0.0,0.0,0.0,0.0,2,1,8,4,11.751950239425476
50,4.110873864173311,3,4.2633832685897595,9.537483513308878,1,1,1,3,0,0,0,8,2,2,0,5,6,6,0,0,1,1,12,13,2,0.0,3,4,2,2,4,0,2,5.209486152841421,6,0.0,6.418364935936212,6.678342114654332,1,2,1,4,6.678342114654332,6.517671272912275,0.0,7.293697720601438,0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,6,0,3,1,0,0,2,388,5,5,2,0.0,4.330733340286331,0.0,0.0,0.0,4,7,8,4,12.083910661257521
51,3.9318256327243257,4,3.970291913552122,8.738895704934043,1,1,3,3,0,4,0,3,2,2,0,0,6,6,3,3,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,6.705639094860003,6.705639094860003,1,4,1,4,6.705639094860003,0.0,5.8888779583328805,7.0707241072602764,0,0.0,1,0,3,0.6931471805599453,3,6,6,1,2,5,0,3,2,528,5,5,2,4.727387818712341,0.0,0.0,0.0,0.0,2,9,8,4,11.648338835562747
52,4.51085950651685,4,4.709530201312334,9.044639916198465,0,1,1,0,0,0,1,9,8,2,2,2,5,5,2,2,1,1,13,14,2,0.0,1,4,1,2,4,1,3,4.653960350157523,2,6.569481420414296,0.0,6.705639094860003,1,4,0,4,6.705639094860003,0.0,0.0,6.705639094860003,1,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,4,2,3,2,516,5,5,2,4.672828834461906,0.0,0.0,0.0,0.0,4,5,8,4,11.608244735642321
